test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0462,2025-05-13,OTP,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0130,2025-10-14,AccountSecurity,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0851,2025-05-26,OTP,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0447,2025-03-16,Authorization,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0475,2025-10-19,AccountSecurity,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0692,2025-12-11,Transaction,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0529,2025-03-10,Authentication,Pixel 7,Android 14,MEDIUM,NetworkError,0
T0254,2025-02-22,Authorization,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0011,2025-05-24,FraudDetection,iPhone 14,iOS 17,HIGH,NullPointerException,1
T0091,2025-11-14,UPI,iPhone 15,iOS 18,HIGH,AuthError,1
T0221,2025-05-01,Transaction,Samsung A54,Android 14,MEDIUM,AssertionError,0
T0298,2025-08-27,Transaction,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0144,2025-09-03,Authentication,iPhone 15,iOS 18,HIGH,NullPointerException,0
T0824,2025-10-03,Payment,Samsung A34,Android 13,HIGH,TimeoutError,0
T0504,2025-03-27,AccountSecurity,iPhone 15,iOS 18,CRITICAL,NullPointerException,0
T0814,2025-06-08,FraudDetection,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0053,2025-10-12,OTP,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0890,2025-04-08,FraudDetection,iPhone 14,iOS 17,HIGH,TimeoutError,0
T0468,2025-02-01,AccountSecurity,Samsung A54,Android 14,CRITICAL,TimeoutError,0
T0620,2025-01-20,UPI,iPhone 14,iOS 17,HIGH,NullPointerException,1
T0232,2025-03-12,Transaction,iPhone 15,iOS 18,CRITICAL,NullPointerException,1
T0744,2025-05-02,UPI,Samsung S24,Android 15,CRITICAL,TimeoutError,0
T0493,2025-05-11,FraudDetection,Pixel 8,Android 15,HIGH,ValueError,1
T0006,2025-02-03,FraudDetection,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0414,2025-06-20,Payment,iPhone 12,iOS 17,HIGH,TimeoutError,0
T0720,2025-04-20,Transaction,Pixel 8,Android 15,CRITICAL,NullPointerException,1
T0364,2025-10-12,UPI,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0302,2025-04-19,UPI,Pixel 8,Android 15,HIGH,AuthError,0
T0767,2025-12-05,UPI,Samsung A54,Android 14,HIGH,ValueError,0
T0102,2025-11-28,UPI,Samsung A54,Android 14,HIGH,AuthError,1
T0400,2025-07-10,OTP,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0915,2025-10-17,Payment,Pixel 7,Android 14,HIGH,NetworkError,0
T0776,2025-04-08,OTP,Samsung A34,Android 13,HIGH,ValueError,1
T0645,2025-06-08,Payment,Samsung A54,Android 14,CRITICAL,NullPointerException,0
T0099,2025-05-12,OTP,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0852,2025-01-10,Transaction,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0076,2025-03-05,UPI,iPhone 14,iOS 17,HIGH,ValueError,1
T0992,2025-01-22,UPI,iPhone 12,iOS 17,CRITICAL,TimeoutError,1
T0484,2025-05-07,Payment,iPhone 14,iOS 17,MEDIUM,TimeoutError,1
T0056,2025-06-08,Transaction,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0923,2025-08-31,Authorization,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0647,2025-01-24,Payment,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0052,2025-07-30,OTP,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0571,2025-08-29,FraudDetection,Pixel 7,Android 14,MEDIUM,AuthError,0
T0158,2025-03-09,Transaction,iPhone 14,iOS 17,CRITICAL,NullPointerException,0
T0824,2025-07-10,Payment,Samsung A34,Android 13,MEDIUM,ValueError,1
T0516,2025-05-01,Payment,Samsung S24,Android 15,CRITICAL,NullPointerException,0
T0222,2025-12-04,Transaction,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0853,2025-01-28,OTP,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0400,2025-06-13,OTP,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0605,2025-02-23,Payment,Samsung A54,Android 14,HIGH,ValueError,1
T0054,2025-11-07,Authentication,iPhone 15,iOS 18,HIGH,NetworkError,1
T0257,2025-04-19,UPI,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0826,2025-04-07,FraudDetection,Samsung A54,Android 14,HIGH,ValueError,0
T0569,2025-12-05,AccountSecurity,Samsung A54,Android 14,HIGH,NullPointerException,1
T0509,2025-08-12,UPI,Samsung S24,Android 15,HIGH,AuthError,0
T0744,2025-05-05,UPI,Samsung S24,Android 15,HIGH,AssertionError,1
T0213,2025-07-27,Authorization,iPhone 15,iOS 18,CRITICAL,NullPointerException,1
T0714,2025-12-07,Authorization,Samsung A34,Android 13,HIGH,AssertionError,1
T0997,2025-04-13,Payment,Samsung S24,Android 15,HIGH,AuthError,1
T0185,2025-01-16,AccountSecurity,iPhone 15,iOS 18,CRITICAL,TimeoutError,0
T0049,2025-03-06,Payment,iPhone 15,iOS 18,CRITICAL,NullPointerException,0
T0903,2025-05-15,Transaction,iPhone 12,iOS 17,CRITICAL,ValueError,0
T0350,2025-07-16,FraudDetection,iPhone 12,iOS 17,HIGH,AssertionError,1
T0574,2025-12-08,OTP,Samsung A34,Android 13,HIGH,TimeoutError,0
T0541,2025-08-04,Authentication,iPhone 14,iOS 17,CRITICAL,TimeoutError,1
T0096,2025-09-22,Transaction,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0680,2025-11-20,UPI,iPhone 14,iOS 17,CRITICAL,NetworkError,0
T0667,2025-10-20,AccountSecurity,Pixel 8,Android 15,HIGH,NetworkError,1
T0014,2025-02-23,AccountSecurity,Samsung S24,Android 15,MEDIUM,ValueError,1
T0037,2025-05-31,Authentication,Pixel 7,Android 14,CRITICAL,AssertionError,0
T0600,2025-07-15,AccountSecurity,iPhone 15,iOS 18,HIGH,AuthError,1
T0024,2025-02-16,Authorization,Samsung S24,Android 15,CRITICAL,AuthError,0
T0419,2025-08-09,AccountSecurity,Samsung S24,Android 15,HIGH,NullPointerException,1
T0403,2025-05-26,Authentication,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0439,2025-09-26,UPI,Pixel 7,Android 14,HIGH,TimeoutError,0
T0999,2025-02-01,Authorization,Samsung S24,Android 15,HIGH,NetworkError,1
T0928,2025-04-23,Authentication,Samsung A34,Android 13,CRITICAL,AssertionError,1
T0580,2025-04-16,OTP,iPhone 12,iOS 17,HIGH,NetworkError,1
T0357,2025-08-24,Authorization,Samsung A34,Android 13,CRITICAL,ValueError,0
T0947,2025-12-05,Payment,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0709,2025-12-10,Transaction,iPhone 12,iOS 17,CRITICAL,NetworkError,0
T0014,2025-07-12,AccountSecurity,Samsung S24,Android 15,CRITICAL,NetworkError,1
T0768,2025-03-13,Transaction,Samsung S24,Android 15,HIGH,AuthError,0
T0771,2025-02-02,FraudDetection,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0596,2025-08-08,FraudDetection,Pixel 8,Android 15,HIGH,TimeoutError,0
T0247,2025-06-18,Transaction,Pixel 7,Android 14,CRITICAL,ValueError,1
T0110,2025-05-27,Authentication,Pixel 8,Android 15,CRITICAL,AssertionError,1
T0016,2025-01-01,UPI,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0682,2025-03-19,OTP,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0395,2025-12-03,UPI,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0840,2025-08-16,Transaction,Samsung S24,Android 15,HIGH,TimeoutError,1
T0865,2025-01-27,Transaction,Samsung S24,Android 15,CRITICAL,ValueError,0
T0803,2025-08-10,OTP,Samsung A54,Android 14,HIGH,ValueError,1
T0612,2025-04-22,OTP,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0085,2025-05-22,OTP,Pixel 8,Android 15,MEDIUM,ValueError,0
T0050,2025-05-25,Authentication,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0980,2025-03-17,UPI,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0765,2025-01-06,Authorization,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0825,2025-03-05,FraudDetection,Samsung A34,Android 13,CRITICAL,NullPointerException,1
T0374,2025-10-08,UPI,iPhone 12,iOS 17,HIGH,AuthError,1
T0684,2025-02-27,FraudDetection,Samsung S24,Android 15,HIGH,TimeoutError,0
T0258,2025-01-14,OTP,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0154,2025-03-16,Authentication,Pixel 8,Android 15,CRITICAL,NullPointerException,1
T0496,2025-05-01,Transaction,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0034,2025-02-09,FraudDetection,Samsung S24,Android 15,MEDIUM,ValueError,1
T0674,2025-01-16,Payment,iPhone 12,iOS 17,HIGH,NullPointerException,1
T0138,2025-10-22,FraudDetection,iPhone 15,iOS 18,HIGH,AssertionError,1
T0999,2025-10-16,Authorization,Samsung S24,Android 15,HIGH,TimeoutError,1
T0993,2025-12-17,Authorization,Samsung A54,Android 14,CRITICAL,TimeoutError,1
T0355,2025-08-19,Authorization,iPhone 12,iOS 17,HIGH,AuthError,1
T0335,2025-09-19,Transaction,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0986,2025-03-25,AccountSecurity,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0652,2025-03-01,FraudDetection,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0100,2025-10-20,AccountSecurity,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0344,2025-10-28,Payment,Pixel 8,Android 15,HIGH,AuthError,1
T0133,2025-08-22,OTP,Samsung A54,Android 14,CRITICAL,NetworkError,0
T0272,2025-03-26,Transaction,Samsung S24,Android 15,MEDIUM,ValueError,0
T0994,2025-04-02,Authorization,Pixel 7,Android 14,HIGH,NetworkError,0
T0523,2025-11-15,FraudDetection,Pixel 7,Android 14,MEDIUM,AuthError,0
T0990,2025-04-17,Authentication,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0335,2025-03-12,Transaction,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0748,2025-03-17,FraudDetection,Samsung A54,Android 14,HIGH,ValueError,1
T0135,2025-07-08,Authentication,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0169,2025-05-22,Authentication,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0262,2025-12-01,OTP,Pixel 8,Android 15,MEDIUM,ValueError,0
T0867,2025-09-20,Authorization,Pixel 8,Android 15,CRITICAL,ValueError,1
T0196,2025-05-28,Payment,iPhone 14,iOS 17,CRITICAL,AssertionError,1
T0302,2025-10-06,UPI,Pixel 8,Android 15,CRITICAL,AssertionError,0
T0304,2025-12-05,FraudDetection,Pixel 7,Android 14,MEDIUM,AuthError,1
T0960,2025-09-05,OTP,iPhone 12,iOS 17,HIGH,ValueError,0
T0689,2025-12-26,FraudDetection,Samsung A34,Android 13,HIGH,TimeoutError,0
T0826,2025-10-07,FraudDetection,Samsung A54,Android 14,CRITICAL,ValueError,1
T0275,2025-01-21,Authentication,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0531,2025-09-22,OTP,iPhone 12,iOS 17,HIGH,AssertionError,0
T0960,2025-11-18,OTP,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0146,2025-07-01,Authorization,Samsung A54,Android 14,HIGH,ValueError,1
T0291,2025-04-07,AccountSecurity,Samsung S24,Android 15,HIGH,AuthError,1
T0994,2025-04-22,Authorization,Pixel 7,Android 14,CRITICAL,NullPointerException,1
T0967,2025-07-14,Authentication,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0011,2025-06-23,FraudDetection,iPhone 14,iOS 17,HIGH,ValueError,1
T0217,2025-02-03,Authorization,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0951,2025-12-28,FraudDetection,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0585,2025-01-20,Authorization,iPhone 14,iOS 17,MEDIUM,TimeoutError,0
T0157,2025-04-20,FraudDetection,Pixel 8,Android 15,CRITICAL,AuthError,0
T0252,2025-08-31,Authorization,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0298,2025-05-29,Transaction,Pixel 7,Android 14,HIGH,ValueError,1
T0995,2025-07-23,AccountSecurity,iPhone 14,iOS 17,HIGH,NullPointerException,1
T0541,2025-02-02,Authentication,iPhone 14,iOS 17,HIGH,NetworkError,0
T0623,2025-08-30,OTP,Samsung A54,Android 14,HIGH,AuthError,0
T0704,2025-05-01,AccountSecurity,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0283,2025-04-22,OTP,Pixel 8,Android 15,CRITICAL,AssertionError,1
T0329,2025-01-23,OTP,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0846,2025-03-27,AccountSecurity,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0483,2025-08-02,Authentication,iPhone 12,iOS 17,HIGH,AuthError,0
T0764,2025-09-25,AccountSecurity,iPhone 14,iOS 17,HIGH,TimeoutError,1
T0085,2025-08-28,OTP,Pixel 8,Android 15,HIGH,AssertionError,1
T0483,2025-12-28,Authentication,iPhone 12,iOS 17,MEDIUM,AssertionError,1
T0465,2025-09-16,UPI,Pixel 8,Android 15,HIGH,NullPointerException,1
T0986,2025-01-10,AccountSecurity,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0855,2025-05-31,Authentication,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0531,2025-07-22,OTP,iPhone 12,iOS 17,CRITICAL,NetworkError,0
T0883,2025-02-14,Authorization,Samsung A54,Android 14,HIGH,AssertionError,0
T0331,2025-05-06,OTP,Samsung A54,Android 14,CRITICAL,AssertionError,0
T0523,2025-01-15,FraudDetection,Pixel 7,Android 14,HIGH,AuthError,1
T0605,2025-06-26,Payment,Samsung A54,Android 14,CRITICAL,AuthError,0
T0689,2025-03-09,FraudDetection,Samsung A34,Android 13,CRITICAL,NullPointerException,1
T0405,2026-01-01,UPI,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0254,2025-08-19,Authorization,Samsung S24,Android 15,CRITICAL,NetworkError,0
T0997,2025-08-14,Payment,Samsung S24,Android 15,MEDIUM,AuthError,1
T0825,2025-01-06,FraudDetection,Samsung A34,Android 13,HIGH,AuthError,0
T0148,2025-06-09,Payment,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0245,2025-12-31,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0455,2025-02-25,Payment,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0761,2025-12-10,Authentication,Samsung A54,Android 14,CRITICAL,TimeoutError,0
T0790,2025-09-08,Authentication,iPhone 15,iOS 18,CRITICAL,ValueError,1
T0447,2025-11-10,Authorization,Samsung A34,Android 13,HIGH,ValueError,1
T0238,2025-11-21,FraudDetection,iPhone 14,iOS 17,CRITICAL,NullPointerException,0
T0050,2025-06-10,Authentication,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0956,2025-03-21,UPI,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0689,2025-06-23,FraudDetection,Samsung A34,Android 13,HIGH,AssertionError,0
T0100,2025-04-27,AccountSecurity,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0817,2025-04-05,Authentication,Samsung S24,Android 15,MEDIUM,TimeoutError,0
T0484,2025-10-28,Payment,iPhone 14,iOS 17,HIGH,AuthError,1
T0047,2025-05-24,OTP,Pixel 8,Android 15,CRITICAL,AuthError,1
T0448,2025-04-13,Authentication,Pixel 8,Android 15,HIGH,ValueError,0
T0693,2025-06-15,UPI,Samsung S24,Android 15,CRITICAL,AssertionError,1
T0462,2025-06-08,OTP,iPhone 12,iOS 17,HIGH,ValueError,0
T0627,2025-06-07,UPI,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0346,2025-03-08,Transaction,iPhone 12,iOS 17,CRITICAL,ValueError,0
T0732,2025-04-10,Authentication,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0293,2025-12-23,Authentication,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0892,2025-12-02,Payment,Samsung A34,Android 13,CRITICAL,AuthError,1
T0538,2025-06-06,FraudDetection,Pixel 7,Android 14,CRITICAL,NullPointerException,1
T0485,2025-12-31,FraudDetection,Samsung S24,Android 15,CRITICAL,NetworkError,0
T0267,2025-03-16,Transaction,Pixel 7,Android 14,HIGH,NetworkError,1
T0509,2025-01-02,UPI,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0484,2025-10-02,Payment,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0364,2025-05-23,UPI,Pixel 8,Android 15,HIGH,ValueError,0
T0096,2025-11-05,Transaction,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0293,2025-01-06,Authentication,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0600,2025-10-20,AccountSecurity,iPhone 15,iOS 18,HIGH,NetworkError,1
T0593,2025-04-27,Payment,Samsung S24,Android 15,HIGH,NetworkError,0
T0405,2025-07-08,UPI,Pixel 7,Android 14,HIGH,AuthError,1
T0786,2025-12-01,AccountSecurity,Samsung A34,Android 13,CRITICAL,AuthError,0
T0188,2025-09-05,OTP,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0678,2025-08-11,Payment,Samsung A54,Android 14,CRITICAL,AssertionError,0
T0369,2025-10-25,Authorization,iPhone 15,iOS 18,CRITICAL,NetworkError,1
T0247,2025-07-23,Transaction,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0788,2025-06-16,FraudDetection,Samsung A54,Android 14,HIGH,AssertionError,1
T0271,2025-01-07,Payment,Pixel 8,Android 15,CRITICAL,ValueError,0
T0077,2025-01-07,UPI,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0792,2025-08-07,UPI,iPhone 14,iOS 17,CRITICAL,ValueError,1
T0486,2025-01-02,Authorization,Samsung A54,Android 14,HIGH,AssertionError,1
T0871,2025-05-02,Payment,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0253,2025-11-21,OTP,Samsung S24,Android 15,MEDIUM,AuthError,1
T0667,2025-11-26,AccountSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0346,2025-01-29,Transaction,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0208,2025-07-23,Authorization,Samsung S24,Android 15,MEDIUM,TimeoutError,1
T0140,2025-05-16,Authorization,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0882,2025-11-16,Transaction,iPhone 15,iOS 18,CRITICAL,NullPointerException,0
T0002,2025-04-06,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0209,2025-12-12,OTP,Pixel 8,Android 15,HIGH,NullPointerException,1
T0485,2025-07-30,FraudDetection,Samsung S24,Android 15,HIGH,AssertionError,1
T0672,2025-02-10,Transaction,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0196,2025-02-04,Payment,iPhone 14,iOS 17,MEDIUM,ValueError,1
T0655,2025-08-11,UPI,iPhone 14,iOS 17,CRITICAL,NullPointerException,1
T0610,2025-04-27,Authorization,Samsung A34,Android 13,CRITICAL,ValueError,0
T0450,2025-12-14,FraudDetection,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0144,2025-09-16,Authentication,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0732,2025-07-19,Authentication,Samsung A34,Android 13,CRITICAL,AuthError,0
T0665,2025-06-21,FraudDetection,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0593,2025-02-14,Payment,Samsung S24,Android 15,MEDIUM,AuthError,1
T0346,2025-07-27,Transaction,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0111,2025-02-05,FraudDetection,Pixel 8,Android 15,CRITICAL,AssertionError,1
T0828,2025-08-15,Authorization,Samsung A34,Android 13,HIGH,NetworkError,0
T0875,2025-04-02,OTP,Pixel 8,Android 15,HIGH,NetworkError,0
T0802,2025-12-05,AccountSecurity,Samsung A34,Android 13,MEDIUM,AuthError,1
T0830,2025-01-26,AccountSecurity,Samsung A54,Android 14,MEDIUM,AuthError,1
T0892,2025-08-27,Payment,Samsung A34,Android 13,HIGH,NullPointerException,0
T0238,2025-10-23,FraudDetection,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0903,2025-11-16,Transaction,iPhone 12,iOS 17,HIGH,NullPointerException,0
T0377,2025-04-10,FraudDetection,Samsung A54,Android 14,CRITICAL,ValueError,1
T0098,2025-10-14,FraudDetection,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0482,2025-05-12,Authentication,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0891,2025-05-23,Authentication,Samsung A34,Android 13,CRITICAL,TimeoutError,0
T0991,2025-10-25,AccountSecurity,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0920,2025-12-19,UPI,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0083,2025-03-27,UPI,Samsung A34,Android 13,CRITICAL,ValueError,1
T0326,2025-11-21,OTP,iPhone 15,iOS 18,CRITICAL,NullPointerException,1
T0244,2025-09-10,FraudDetection,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0043,2025-11-01,FraudDetection,iPhone 14,iOS 17,HIGH,TimeoutError,0
T0742,2025-11-07,FraudDetection,Pixel 7,Android 14,CRITICAL,ValueError,0
T0951,2025-08-27,FraudDetection,Samsung S24,Android 15,CRITICAL,TimeoutError,1
T0488,2025-02-26,FraudDetection,iPhone 14,iOS 17,HIGH,NetworkError,1
T0373,2025-04-22,Authorization,iPhone 12,iOS 17,HIGH,AssertionError,1
T0179,2025-08-28,AccountSecurity,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0187,2025-08-08,FraudDetection,Samsung A54,Android 14,HIGH,AuthError,1
T0846,2025-07-23,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0939,2025-03-26,UPI,iPhone 15,iOS 18,HIGH,ValueError,0
T0164,2025-08-01,Authorization,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0942,2025-07-23,Authorization,iPhone 15,iOS 18,CRITICAL,ValueError,1
T0493,2025-01-27,FraudDetection,Pixel 8,Android 15,MEDIUM,ValueError,0
T0615,2025-06-10,OTP,Samsung A34,Android 13,HIGH,AssertionError,1
T0528,2025-12-23,Transaction,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0049,2025-07-28,Payment,iPhone 15,iOS 18,HIGH,NullPointerException,1
T0507,2025-01-15,Authorization,iPhone 12,iOS 17,CRITICAL,NetworkError,0
T0133,2025-07-30,OTP,Samsung A54,Android 14,CRITICAL,AuthError,1
T0058,2025-06-01,FraudDetection,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0693,2025-05-31,UPI,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0691,2025-01-20,Payment,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0392,2025-10-12,AccountSecurity,Samsung S24,Android 15,MEDIUM,ValueError,0
T0400,2025-04-14,OTP,Samsung S24,Android 15,HIGH,TimeoutError,1
T0110,2025-12-21,Authentication,Pixel 8,Android 15,HIGH,NetworkError,0
T0785,2025-12-24,FraudDetection,iPhone 15,iOS 18,HIGH,ValueError,0
T0424,2025-06-26,Authorization,iPhone 12,iOS 17,HIGH,NetworkError,1
T0618,2025-08-20,Payment,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0915,2025-02-06,Payment,Pixel 7,Android 14,HIGH,AssertionError,1
T0245,2025-07-09,AccountSecurity,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0995,2025-11-06,AccountSecurity,iPhone 14,iOS 17,CRITICAL,TimeoutError,0
T0385,2025-01-21,OTP,iPhone 14,iOS 17,CRITICAL,TimeoutError,0
T0518,2025-09-11,UPI,Pixel 7,Android 14,MEDIUM,AuthError,0
T0162,2025-01-26,Transaction,iPhone 15,iOS 18,HIGH,ValueError,1
T0945,2025-08-30,Authentication,Pixel 7,Android 14,HIGH,NetworkError,0
T0065,2025-03-02,Authorization,Pixel 7,Android 14,MEDIUM,AuthError,1
T0318,2025-11-14,Payment,Pixel 7,Android 14,HIGH,AuthError,1
T0184,2025-06-29,Payment,Pixel 8,Android 15,MEDIUM,AuthError,1
T0461,2025-10-24,Authentication,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0880,2025-01-12,Authorization,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0066,2025-05-08,Payment,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0682,2025-02-20,OTP,Samsung A54,Android 14,HIGH,AuthError,0
T0541,2025-07-18,Authentication,iPhone 14,iOS 17,CRITICAL,ValueError,0
T0421,2025-05-14,OTP,iPhone 14,iOS 17,CRITICAL,TimeoutError,1
T0549,2025-09-17,UPI,Samsung A54,Android 14,MEDIUM,AuthError,1
T0089,2025-04-15,Payment,iPhone 12,iOS 17,MEDIUM,AuthError,0
T0452,2025-08-14,OTP,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0264,2025-01-03,Payment,Samsung A34,Android 13,HIGH,NetworkError,0
T0085,2025-01-15,OTP,Pixel 8,Android 15,MEDIUM,AuthError,1
T0617,2025-07-03,OTP,Samsung A34,Android 13,CRITICAL,AssertionError,0
T0907,2025-02-13,Transaction,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0058,2025-08-28,FraudDetection,Pixel 8,Android 15,CRITICAL,NullPointerException,0
T0857,2025-01-05,Authentication,Samsung S24,Android 15,HIGH,AssertionError,1
T0922,2025-11-14,Authentication,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0358,2025-08-23,Payment,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0741,2025-01-30,AccountSecurity,iPhone 15,iOS 18,CRITICAL,ValueError,1
T0098,2025-09-12,FraudDetection,iPhone 14,iOS 17,HIGH,NetworkError,0
T0414,2025-03-13,Payment,iPhone 12,iOS 17,CRITICAL,AssertionError,1
T0053,2025-03-17,OTP,iPhone 14,iOS 17,HIGH,NetworkError,1
T0766,2025-10-21,FraudDetection,Samsung S24,Android 15,HIGH,ValueError,0
T0007,2025-10-31,Payment,iPhone 15,iOS 18,CRITICAL,ValueError,1
T0689,2025-04-19,FraudDetection,Samsung A34,Android 13,MEDIUM,ValueError,0
T0830,2025-02-07,AccountSecurity,Samsung A54,Android 14,CRITICAL,AuthError,1
T0515,2025-08-11,FraudDetection,iPhone 14,iOS 17,HIGH,NetworkError,0
T0766,2025-03-15,FraudDetection,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0253,2025-05-05,OTP,Samsung S24,Android 15,HIGH,AssertionError,1
T0335,2025-12-18,Transaction,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0604,2025-03-15,Authentication,Pixel 8,Android 15,HIGH,NetworkError,0
T0511,2025-03-18,UPI,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0103,2025-10-31,FraudDetection,Samsung A34,Android 13,MEDIUM,ValueError,0
T0785,2025-11-22,FraudDetection,iPhone 15,iOS 18,HIGH,AssertionError,0
T0154,2025-12-28,Authentication,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0479,2025-04-12,Authorization,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0094,2025-09-24,AccountSecurity,Samsung A34,Android 13,HIGH,NetworkError,0
T0798,2025-03-03,Payment,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0111,2025-09-18,FraudDetection,Pixel 8,Android 15,HIGH,AssertionError,0
